LDA_feature_1,Label
-0.3051531318301731,1
-0.47672844282108184,0
0.3129170141861358,0
-0.7004003971248167,0
0.013745651295131112,0
-0.04596782879313345,1
-0.44373214145389317,0
-0.47831323223714933,0
-0.38209858711081923,0
-0.31500781116810356,0
-0.5384118819459648,0
-0.19594425350229605,1
0.39699054229351805,0
-0.29706385823084047,0
-0.34306749591218283,0
0.004237770938518862,0
-0.04879666857979434,0
-0.6584736088666576,0
-0.5137488065499791,0
-0.02773194814330804,0
4.30281429305458,1
-0.023970864995869715,0
0.5227496371715176,0
-0.5984820399983213,0
0.02032700958449866,0
-0.2531587116395434,0
-0.5417165360030628,0
4.049783098800746,1
-0.8492982200764226,0
-0.4660288123101917,0
-0.8238327389295566,0
-0.3961384264573393,0
-0.5560741592783741,0
5.5432653408885955,1
0.11574668414785774,0
-0.487333107401929,0
-0.3142685948330104,0
0.02559000101153522,0
-0.26783256789770077,0
-0.27600045301809445,0
-1.0067316388693486,0
-0.37280643708547256,0
-0.06705673380209007,0
-0.26783040711736494,0
-0.7210713230651908,0
-0.27875463059020067,0
-0.26868908188024276,0
-0.42672970125321363,0
-0.20738326632633508,0
-0.17272856496982586,0
4.378580748181552,1
-0.22577668051709404,1
-0.2803470778783492,0
-0.6326354518799434,0
-0.4685416702897312,0
-0.287021468619186,0
-0.49435295718861144,0
-0.5471835244524716,0
0.0903982255893506,0
-0.45726167240597376,0
-0.046060849918630395,0
-0.3730359839683566,0
-0.25473814417602847,0
-0.49476374928400324,0
-0.1917851359775849,0
-0.5765570549374153,0
-0.36202332658730474,0
-0.04070568350394929,0
-0.2989082649768031,0
0.27940045240420275,0
-0.6639449614661732,0
0.7048810964537977,1
-0.7734259282777955,0
0.02348329051618661,0
-0.4185355510590208,0
-0.4475796646426893,0
0.9234622509037655,0
-0.622370175069948,0
-0.5181663419021618,0
-0.301813912665671,0
0.08716067505304255,1
-0.22088028106429047,0
-0.28533414615986996,1
-0.9309344015944543,0
-0.08607783890661319,0
0.07164724956366646,0
0.10294679245393913,0
1.3473769050448845,0
-0.30488010209880995,0
0.4181870340632067,0
-0.15157330751004472,1
-0.379031923628947,0
-0.019395162974015542,0
0.11808804922293004,0
0.210582517488301,0
0.8691637495605364,0
-0.30792606744889894,1
-0.05114790094155852,0
0.28855417408739226,0
-0.031935431386687696,0
-0.2054604775345647,1
-0.411172147991007,0
-0.18482321752689387,0
-0.26675417562226744,0
-0.1499118446819793,1
-0.19925975932433357,0
-0.28191376688075453,0
-0.02504857579437096,0
0.2441019383609143,0
0.07968231217097553,1
-0.4962508473097965,0
0.2317096839215833,0
-0.5392993240437738,0
-0.6497317001175293,0
-0.5660344569425394,0
-0.7447383771655532,0
0.14348528238659847,0
0.04757769607599224,0
0.14420471837495819,0
0.7560273646203748,1
-0.22387128105136644,0
-0.6906992398834958,0
-0.3450043770786292,0
4.234339414723506,1
-0.8255286890083691,0
-0.07725836760014948,0
-0.12405818316184458,0
0.09220316192175568,0
-0.4712704215205421,0
0.10417485039318936,0
-0.3952228534463157,0
-0.11019931853801362,0
-0.3321488786803727,1
-0.9925553728700791,0
-0.7367637151641582,0
-0.45693899579379493,0
-0.5188007271714037,0
-1.0172645905221331,0
-0.1404457218519182,0
-0.026541041315422217,0
-0.6128287149368632,0
0.04881773345403011,0
-0.5587264347307229,0
-0.11514882792120404,0
-0.18486878196724804,0
-0.5380963682979975,0
-0.42725356676915593,0
0.22662998470942272,0
-0.1632762644699564,0
-0.36793178818530947,0
-0.88445437247626,0
-0.09899599604694503,0
-0.6250750250383703,0
0.0055055390255376035,0
-0.438372079707217,1
-0.2616644846385615,0
-0.3634310004683087,0
0.5934635875442482,1
-0.13144437344407528,0
-0.6173072587906125,0
-0.18684721501534035,0
0.014376611706622439,0
-0.5998836260513318,0
-0.5889402392444594,0
-0.13643145136343696,0
-0.4671137008849508,0
-0.3136633971074638,0
-0.7554848569827095,0
4.078934724157136,1
-0.16376898367069515,0
0.4064375476445389,0
-0.09746457003174468,0
-0.6112359316880837,0
-0.017592306710993877,0
-0.011301590385193933,0
-0.0798779486827416,0
-0.3054207386835986,0
1.2495413815354923,0
7.195005503532184,1
-0.4409952767222488,0
-0.817703506047979,0
0.370059648967123,0
-0.9760220857228936,0
0.19162253615963853,0
-0.2539092326810676,0
-0.12827692150057232,0
0.13123012987881313,0
-1.1253099667098385,0
-0.3568915918369098,0
0.30003785211701894,0
-0.20238682345661507,0
-0.47795747928399035,0
-0.476285866280401,0
4.513019200240207,1
-0.7394633439581584,0
-0.2047033106784281,0
0.4928747602633031,0
-0.27244527555801223,0
-0.0398262720481095,0
0.23160877761476945,0
0.011247107381513341,0
-0.1772169598858511,0
-0.22426567486905313,0
0.5891489268304213,0
0.1482199303928487,0
-0.11940402309193453,0
-0.3878348107316809,1
0.3027725363022443,0
-0.5734675196440103,0
-0.14946586004479367,0
-0.3530818092083161,0
-0.9463475892825853,0
0.1501840095184921,0
0.4759770224073335,0
-0.48576596796007426,0
-0.6390779254664002,0
-0.19003711144984162,0
-0.8121489685146763,0
-0.39946011797899394,0
4.3289035010793215,1
-0.31946657855628136,1
0.025036264928921095,0
-0.3608425170799333,1
1.701495454098099,0
0.04759366679219692,0
-0.45829375272733497,0
-0.27823232600565095,0
-0.24236981110166156,0
-0.055228273161573777,0
0.053637690352352996,0
-0.1609839991017273,0
0.536710806824492,0
-0.10066524235006123,0
-0.3026422354033427,0
-0.38302332798896505,0
-0.9934454385310179,0
4.907050856363421,1
-0.3467635097901708,0
-0.13957253564592376,0
-0.7793298734414078,0
-0.3964063581089155,0
-0.3411306816247851,0
