PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,Label
-0.18163612920166428,-0.4306908765887442,-0.30175976800040083,0.37358145047521896,0.08520814685756348,-1.01367749195278,0.0
-0.17504330657464517,-0.45253883471240586,-0.3201015048463504,0.3375826604960165,0.3642465923327072,-1.0400295793774261,0.0
-0.1713040846018565,-0.47141234196383797,-0.3363592813447034,0.3448940067891578,0.3674840974102145,-1.0010362426895187,0.0
-0.17031201450627892,-0.47168098116710866,-0.33663658049307016,0.34480753549404475,0.3666531196395012,-1.0028941619099698,0.0
-0.17249626810109428,-0.47171905250040763,-0.33584735490355827,0.34511262036911006,0.3680974409941369,-0.9986073082257628,0.0
-0.16962931790806313,-0.47127546595149866,-0.3358905268360475,0.34406746380316866,0.36698055804876584,-1.0046063125172773,0.0
-0.17121242875682646,-0.47354282188209545,-0.3369519118709919,0.3457015865682217,0.36652612237910487,-0.9991062949840457,0.0
-0.1731637261604216,-0.47278606821649666,-0.3355266802191871,0.34530400552382834,0.3683352447680993,-0.9963883453358149,0.0
-0.17034865552156697,-0.4813809806589196,-0.3414076246428935,0.3689665919767573,0.25282526710302144,-1.000006418536262,0.0
-0.17258172392502155,-0.48099153572530373,-0.3401438333298637,0.3688896983691379,0.25460465033415525,-0.9962722095425651,0.0
-0.17528300529084423,-0.48473022350336814,-0.34016682507134544,0.3529230165100635,0.25232242491292156,-0.9890016415590052,0.0
-0.16592045751981455,-0.48674468176251307,-0.34378232044368806,0.35194946923942405,0.24465375889998678,-1.0067220203253726,0.0
-0.17206781935988774,-0.4880490804388074,-0.3428971710512145,0.3537676708066432,0.24810707791230277,-0.9926629100161917,0.0
-0.17373155515298233,-0.4859348769226529,-0.3424281697240911,0.37157256342128253,0.25234008247291106,-0.9893709046976943,0.0
-0.1736608167782108,-0.48619415594010607,-0.342619786082948,0.37187722575051385,0.25191318940725993,-0.9893625801287089,0.0
-0.17127828507315154,-0.4863350579620199,-0.3434052763934033,0.36299463252308095,0.2865469056028478,-0.9785601629310317,0.0
-0.1727202806773297,-0.48693645299854016,-0.3430031421352268,0.36347698622978497,0.2874308150503988,-0.9749285449633892,0.0
-0.16489863859149786,-0.4808019486347266,-0.34042362685514693,0.3582437115182233,0.29097684327689943,-1.0035335255704154,0.0
-0.17255025992351486,-0.48354679760395936,-0.3403722271649221,0.36147621377680117,0.29447774236090385,-0.9844772689808517,0.0
-0.1727275268761193,-0.4829763385675796,-0.33939171198487783,0.3608258222846744,0.29526484639934447,-0.9849138671676029,0.0
-0.1717953129680575,-0.47869329774485503,-0.3364462230253866,0.35816161587048667,0.2975573666300487,-0.9910701197458457,0.0
-0.17304431702873102,-0.4780675401386417,-0.3354004672179911,0.3580405057005075,0.2988902311790179,-0.989162970295644,0.0
-0.17455676949153331,-0.48196243763036956,-0.3374626250734373,0.36044338200215853,0.28347108893365935,-0.96391065021807,0.0
-0.17317151728013214,-0.48300794792070945,-0.3377136824642016,0.3605617289983184,0.28208273181524135,-0.966181331128056,0.0
-0.17296642693211678,-0.484182137974577,-0.3384844309820425,0.36135904366917715,0.28144795898420605,-0.9648678470046901,0.0
-0.17159347928928703,-0.4828554033846404,-0.3378136622294348,0.3603674715188042,0.29066045561835985,-0.9813039418438232,0.0
-0.17314984483556814,-0.4836605155664731,-0.33771966942975523,0.36109115623537746,0.29143794703402437,-0.9770567880212248,0.0
-0.17062209990156393,-0.48509862188768915,-0.3392670386818458,0.36134081895580694,0.2887589290644331,-0.9809702078621616,0.0
-0.17524946742703318,-0.48716338566088163,-0.3393599221863641,0.3635426912266032,0.29075222261580835,-0.9689428671496365,0.0
-0.17038788755947343,-0.48588565756212726,-0.33938265989624666,0.36173119899401673,0.2884243583597078,-0.9804069213046215,0.0
-0.1728241797684193,-0.48937127720446677,-0.3409373072528216,0.36414623166242044,0.27852516882006084,-0.9597414055938862,0.0
-0.17298435620324457,-0.4894766403931283,-0.3406433481227756,0.3640914661977277,0.2788350792747891,-0.9592140195421844,0.0
-0.1714487454660918,-0.48502696436429277,-0.33667239698620494,0.39764734114835476,0.12345287350592818,-1.0348182597887206,0.0
-0.16964543429825757,-0.4810963386117032,-0.33403963150426114,0.3949515312239703,0.12497023659718778,-1.0425370612928864,0.0
-0.17568025360583173,-0.4826212689534714,-0.33348039989696004,0.39705996455699133,0.127978037958054,-1.028576955243177,0.0
-0.17198861423020873,-0.47867161144350207,-0.33121822594226913,0.3939089006209976,0.1282653597845124,-1.040317233046745,0.0
-0.16997180816298274,-0.36182198440919916,-0.27012741782565214,0.46177246253191173,-0.15163448235789354,-0.1327296711782986,0.0
-0.174663301880327,-0.36311739273225746,-0.26967842176756074,0.463386765102191,-0.14914466134942558,-0.12154301206627882,0.0
-0.1735463845114939,-0.36264663130147273,-0.2691974277794217,0.4627360634639046,-0.14948619245944836,-0.12459783627058885,0.0
-0.17269050232308725,-0.3617468541814232,-0.26833694040813155,0.4617849683191275,-0.14939909709244797,-0.12768725496761757,0.0
-0.170074546536751,-0.3613078339738241,-0.26835708681763254,0.4610493074652242,-0.15096095659497083,-0.13386121898848136,0.0
-0.17282719890980677,-0.36396559983840177,-0.26940921412401675,0.46317124219742456,-0.15089277737060364,-0.12552379269134772,0.0
-0.17343401312351528,-0.3647797286915676,-0.2698236118570247,0.4640996515105631,-0.1514104416820225,-0.12368925473529013,0.0
-0.17439267530820543,-0.3680101688324546,-0.26976407307102435,0.4474140239549409,-0.1544700082377697,-0.1206464447934732,0.0
-0.17214814972147796,-0.36705136763430285,-0.26943627709939094,0.44627900046226454,-0.15531713328509236,-0.1264302575268148,0.0
-0.17432757333488674,-0.3626567972527856,-0.26567530334328476,0.44440309236349096,-0.1323671665279069,-0.15068869216321856,0.0
-0.17263446439880117,-0.3613691870075404,-0.2645774424450223,0.4430488665333554,-0.13273442731046228,-0.15629500114958017,0.0
-0.16643396658046017,-0.3576306299375837,-0.26328937053222445,0.43950869138276527,-0.13434496367400028,-0.17302223928985228,0.0
-0.17363057345698293,-0.35956181353408206,-0.2626679939578982,0.44208421608091086,-0.13081662385515222,-0.15622937999440778,0.0
-0.17012374723523632,-0.3595675297836629,-0.2643509035858665,0.4048099131075963,0.02424736972117142,-0.09564974082056577,0.0
-0.1768481496479925,-0.3612478762121533,-0.2634930477335375,0.4071527989488991,0.02748361261717444,-0.08050589582675605,0.0
-0.1720406089220524,-0.37654488428980015,-0.27622379366245076,0.3779214826163725,0.12508918365169516,0.05354051981196295,0.0
-0.1724602413146304,-0.37628948718215527,-0.27572602930466267,0.3778314034009501,0.12535090695983356,0.05373324271851332,0.0
-0.16615531842248843,-0.37403183171237453,-0.27538694209128717,0.3750312262949841,0.12268870805528789,0.03806856991342111,0.0
-0.16792166843123002,-0.37586391943138664,-0.2759485806545018,0.37642500948256685,0.12270507692899993,0.04346975650149121,0.0
-0.174374415922809,-0.37808030342049437,-0.2758227873895081,0.3792320274209312,0.12535053015651723,0.05897625541482554,0.0
-0.17730835479944135,-0.38022989755390146,-0.2764713172521477,0.3811077734754885,0.12588655316089273,0.06719257615663021,0.0
